UI_20150317_000121	{s16} {b}ダブルクリック、または生成ボタンでアイテムを作成することができます。
UI_20150317_000122	{s16} {b}ea
UI_20150317_000123	{s16} {b}レベル
UI_20150317_000124	{@st41b}検索{/}
UI_20150317_000125	{s16} {b}ダブルクリック、または[生成]ボタンでモンスターを召喚することができます。
UI_20150317_000126	{s16} {b}匹
UI_20150317_000127	{s16} {b}所望の領域を選択してください
UI_20150317_000128	{s18} {b}、ミニマップを表示{/}
UI_20150317_000129	{@st41b}ツールリスト{/}
UI_20150317_000130	{@st59b}コレクション{nl} {@st59s} - ゲーム内コレクションデッキを手に入れたアイテムを収集すると、そのアイテム収集可能{nl} - コレクションデッキアイテム使用した場合、コレクションのショートカットが有効に{nl} {/}
UI_20150317_000131	{@st59}コレクションを閉じます{/}
UI_20150317_000132	{@st43}コレクション{/}
UI_20150317_000133	{@st43}カラースプレー{/}
UI_20150317_000134	{@st49}カラースプレー{/}
UI_20150317_000135	{@st49}色{/}
UI_20150317_000136	{@st49}残量{/}
UI_20150317_000137	{@st49}ブラシ{/}
UI_20150317_000138	{@st49} {a END_EDIT_SPRAY}描画{/} {/}
UI_20150317_000139	{@st49} {a SAVE_EDIT_SPRAY}保存{/} {/}
UI_20150317_000140	{@st49} {a LOAD_EDIT_SPRAY}インポート{/} {/}
UI_20150317_000141	{@st49}を閉じる{/}
UI_20150317_000142	{@st43}コンパニオン分譲
UI_20150317_000143	{@st59}分譲されるコンパニオンの名前を入力してください{/}
UI_20150317_000144	{@st41b}名前{/}
UI_20150317_000145	{@st41b}価格%s {/}
UI_20150317_000146	{@st59}コンパニオン分譲ウィンドウを閉じます{/}
UI_20150317_000147	{@st41b}分譲
UI_20150317_000148	{@st59}分譲されるコンパニオンを決定します{/}
UI_20150317_000149	{@st43}コンパニオンショップ
UI_20150317_000150	{@st59}コンパニオン店を閉じます{/}
UI_20150317_000151	{@st43}他のキャラクターの情報{/} {@st42}
UI_20150317_000152	{@st59}キャラクター情報を閉じる{/}
UI_20150317_000153	{@st41b}情報
UI_20150317_000154	{@st41b}記録
UI_20150317_000155	チームがボリューム
UI_20150317_000156	キャラクターがボリューム
UI_20150317_000157	{#ffff00}%s {/}ランク%s {#ffff00}%s {/}レベル
UI_20150317_000158	ファイター
UI_20150317_000159	冒険指数{#ffff00}%s {/}（{#ffff00}%s {/}上/%s）
UI_20150317_000160	冒険指数{#ffff00}%s {/}（{#ffff00} Unranked {/}）
UI_20150317_000161	業績達成{#ffff00}%s {/}個
UI_20150317_000162	設定
UI_20150317_000163	タブのタイトルを消去確認すると、タブが削除されます
UI_20150317_000164	{@st49}全体{/}
UI_20150317_000165	{@st49}システム{/}
UI_20150317_000166	{@st49}会話{/}
UI_20150317_000167	{@st49}戦闘{/}
UI_20150317_000168	{@st49}アイテム{/}
UI_20150317_000169	{@st43}クレジット{/}
UI_20150317_000170	{@st43}ターゲット固定設定の中で{/}
UI_20150317_000171	NPC名
UI_20150317_000172	比較
UI_20150317_000173	イラスト
UI_20150317_000174	会話の選択
UI_20150317_000175	テキストヘルプ
UI_20150317_000176	{@st41}アイテム製造{/}
UI_20150317_000177	{@st45tw2}アイテム製作中...
UI_20150317_000178	%r秒
UI_20150317_000179	{@st41}キャンセル{/}
UI_20150317_000180	{@st45tw2}数量{/}
UI_20150317_000181	{@st45tw2}アイテムを作成しますか？
UI_20150317_000182	{@st41}決定{/}
UI_20150317_000183	クエスト情報
UI_20150317_000184	{@st59}取引をキャンセルします{/}
UI_20150317_000185	{@st43}個人取引{/}
UI_20150317_000186	取引のリスト
UI_20150317_000187	シルバー：%s
UI_20150317_000188	入力
UI_20150317_000189	{@st41}受け入れる
UI_20150317_000190	{@st41}最終確認
UI_20150317_000191	相手（%s）取引リスト
UI_20150317_000192	相手の名前
UI_20150317_000193	{s18} {ol} {gr gradation1}フィールドイベント{/}
UI_20150317_000194	{s20} {ol}Vubbe族をやっつけろ！に参加しますか？
UI_20150317_000195	{s20} {ol}%s参加しますか？
UI_20150317_000196	{s20} {ol}参加人数：（1/5）
UI_20150317_000197	{s20} {ol}参加人数：（%s /%s）
UI_20150317_000198	{s20} {ol} 1秒後にゲームが開始されます。
UI_20150317_000199	{s20} {ol}%s秒後にゲームが開始されます。
UI_20150317_000200	今日一日見ていない。
UI_20150317_000201	フィールドイベントを見ていません。
UI_20150317_000202	ゲームに参加
UI_20150317_000203	プレイヤーとゲームを開始します。
UI_20150317_000204	ゲームへの参加をしていません。
UI_20150317_000205	スプレープリセット
UI_20150317_000206	{@st49}選択{/}
UI_20150317_000207	{@st49}キャンセル{/}
UI_20150317_000208	{@st49}削除{/}
UI_20150317_000209	保存するファイルの名前を入力します。
UI_20150317_000210	{@st43}友達
UI_20150317_000211	{@st59}友達モクロクルル閉じます{/}
UI_20150317_000212	{@st59b}友達{nl} {@st59s} - 友人関係は、アカウントの間に生成{nl} - リストタブで友人のステータスを確認する/削除可能{nl} - [管理]タブで、招待、拒絶、ブロックなどの内容を確認{/}
UI_20150317_000213	{@st41b}接続した友達のみ表示{/}
UI_20150317_000214	{@st41b}リスト
UI_20150317_000215	{@st41b}管理
UI_20150317_000216	{@st41b}友達申請
UI_20150317_000217	{@st41b}ブロック
UI_20150317_000218	{@st59}検索{/}
UI_20150317_000219	{@st44}ギルド{/}
UI_20150317_000220	ギルド
UI_20150317_000221	リスト
UI_20150317_000222	ニュース
UI_20150317_000223	ギルドミッション
UI_20150317_000224	接続されているメンバーの数
UI_20150317_000225	{@st44}ギルド作成{/}
UI_20150317_000226	{@st42}生成{/}
UI_20150317_000227	{@st42}を閉じる{/}
UI_20150317_000228	{@st42}全体{/}
UI_20150317_000229	{@st42}今日のランキング{/}
UI_20150317_000230	{@st42}週間ランキング{/}
UI_20150317_000231	{@st56}順位{/}
UI_20150317_000232	{@st56}スコア{/}
UI_20150317_000233	{@st56}職業{/}
UI_20150317_000234	{@st56}名前{/}
UI_20150317_000235	前のページ
UI_20150317_000236	次のページ
UI_20150317_000237	{@st42} ID検索{/}
UI_20150317_000238	入力したIDを検索します
UI_20150317_000239	殿堂入りを閉じます
UI_20150317_000240	検索するIDを入力します
UI_20150317_000241	{@st59}スタミナ{/}
UI_20150317_000242	{@st43}ヘルプリスト{/}
UI_20150317_000243	{@st59}ヘルプ一覧]ウィンドウを閉じます{/}
UI_20150317_000244	{@st59b}ヘルプリスト{nl} {@st59s} - 読んだヘルプをリストから再度確認可能{nl} - 目的の項目を選択して詳細を見る{/}
UI_20150317_000245	{@st43} {s22}ヘルプ{/}
UI_20150317_000246	{@st47_b} {b}ヘルプタイトル{/}
UI_20150317_000247	{@st42b}シンプルヘルプの内容{/}
UI_20150317_000248	{@st59}詳しく見る{/}
UI_20150317_000249	数量を入力してください
UI_20150317_000250	{@st59}の内容を入力します{/}
UI_20150317_000251	{@st41b}確認
UI_20150317_000252	{@st59}入力内容を確認します{/}
UI_20150317_000253	{@st41b}を閉じる
UI_20150317_000254	{@st59}入力をオフにします{/}
UI_20150317_000255	{@st43}ワープ{/}
UI_20150317_000256	{@st59}ワープウィンドウを閉じます{/}
UI_20150317_000257	{@st59b}ワープ{nl} {@st59s} - 自分が訪問した地域にワープすることができるシステム{nl} - ワープが2つ以上の場合、ワープ機能を有効に{nl} {/}
UI_20150317_000258	{@st41}現在の位置：%s {/}
UI_20150317_000259	{@st43} {s22}ワープ{/}
UI_20150317_000260	{@st41b}が地域に移動しますか？{/}
UI_20150317_000261	ソールレイどうして
UI_20150317_000262	消費コイン：0
UI_20150317_000263	イントロ
UI_20150317_000264	{@st43}インベントリ{/}
UI_20150317_000265	{@st59}インベントリを閉じます{/}
UI_20150317_000266	{@st59b}着用装備{nl} {@st59s} - ヘア/コスチューム：外形変更可能アイテム着用{nl} - 武器：片手機器と両手装備着用可能{nl}（片手装備着用時のサブウェポン/盾着用可能）{nl} - 防具：トップス、ボトムス、グローブ、シューズ着用{nl} - アクセサリー：ネックレス1個、ブレスレット2個着用{nl} {/}
UI_20150317_000267	{@st59}ヘアコスチューム1 {/}
UI_20150317_000268	{@st59}ヘアコスチューム2 {/}
UI_20150317_000269	{@st59}ネックレス{/}
UI_20150317_000270	{@st59}コスチューム{/}
UI_20150317_000271	{@st59}上の{/}
UI_20150317_000272	{@st59}手袋{/}
UI_20150317_000273	{@st59}下{/}
UI_20150317_000274	{@st59}靴{/}
UI_20150317_000275	{@st59}左手{/}
UI_20150317_000276	{@st59}右手{/}
UI_20150317_000277	{@st59}ブレスレット1 {/}
UI_20150317_000278	{@st59}ブレスレット2 {/}
UI_20150317_000279	{@st59}アームバンド{/}
UI_20150317_000280	{@st59}入力した名前で検索します{/}
UI_20150317_000281	重量
UI_20150317_000282	{@st43}機器バフ{/}
UI_20150317_000283	{@st59}修理UIを閉じます{/}
UI_20150317_000284	{@st42}バフ可能機器リスト
UI_20150317_000285	{@st42}消耗アイテム{/}
UI_20150317_000286	{@st42}実行
UI_20150317_000287	{@st42}ターゲットアイテム{/}
UI_20150317_000288	{@st59}リング1 {/}
UI_20150317_000289	{@st43}アイテム製作{/}
UI_20150317_000290	{@st42b}材料があるだけ表示{/}
UI_20150317_000291	{@st59}アイテム製作を終了します{/}
UI_20150317_000292	{@st43} {s22}アイテム改
UI_20150317_000293	{@st59}の数を入力してください{/}
UI_20150317_000294	モンスターの体力ゲージ
UI_20150317_000295	{@st44}のセットアイテム獲得{/}
UI_20150317_000296	キーボードウォリアー
UI_20150317_000297	キル
UI_20150317_000298	99分99秒
UI_20150317_000299	38000点
UI_20150317_000300	改良された迅速のポーション
UI_20150317_000301	{@st41}確認{/}
UI_20150317_000302	{@st59b}冒険日誌{nl} {@st59s} - 自分の行った情報が危険であるかに記録{nl} - アイテム習得、モンスター狩り、製作、マップ探索、コンテンツの進行に冒険指数獲得{nl}冒険指数：他のすべての指数の合計数{nl}成長：レベルと職業レベルごとに5点{nl}アイテム：機器：評価X 10点、本：10点、その他：1点{nl}モンスター：モンスターあたり10点（ボス：50点）{nl}地域ナビゲーション：10%あたり1点{nl}クエスト：クエストごとに1点{nl}業績：業績により異なり{nl}製法：本あたり10点{nl}コレクション：デッキ5点、完成45点{nl} - 獲得した冒険指数に基づいて村NPCから報酬獲得{/}
UI_20150317_000303	{@sti7} {s22} {ds}冒険指数達成{/}
UI_20150317_000304	{@st42b} {#22FF22}上位10%/%s点{/}
UI_20150317_000305	{@st42b}全体の平均/%s点{/}
UI_20150317_000306	1位/%s点
UI_20150317_000307	%s 位
UI_20150317_000308	%s 点
UI_20150317_000309	職業
UI_20150317_000310	チーム
UI_20150317_000311	{@st59}冒険日誌を閉じます{/}
UI_20150317_000312	{@st43}冒険日誌ランキング{/}
UI_20150317_000313	{@st43} {s22}ランキング
UI_20150317_000314	{@st43} {s22}の名前
UI_20150317_000315	{@st43} {s22}スコア
UI_20150317_000316	{@st41}詳細{/}
UI_20150317_000317	{@st43}製作開始{/}
UI_20150317_000318	{@st59}アイテム製作を開始します。{/}
UI_20150317_000319	{@st44}キーパッド{/}
UI_20150317_000320	{@st42}制限時間
UI_20150317_000321	{@st56}キル{/}
UI_20150317_000322	{@st56}オーバーキル{/}
UI_20150317_000323	{@st56}襲撃{/}
UI_20150317_000324	{@st56}死亡{/}
UI_20150317_000325	購入歴
UI_20150317_000326	防御力
UI_20150317_000327	魔法抵抗力
UI_20150317_000328	クリティカル率
UI_20150317_000329	{@st43}ソケット管理{/}
UI_20150317_000330	{@st59}ソケット管理を閉じます{/}
UI_20150317_000331	アイテムを掲載して
UI_20150317_000332	ポテンシャル
UI_20150317_000333	ソケットの追加料金：{#ff9933}%s {/} {nl}ジェム抽出コスト：{#ff9933}%s {/}
UI_20150317_000334	{@st41b}ソケットを追加
UI_20150317_000335	{@st41b}ジェム抽出
UI_20150317_000336	{@st41}製造{/}
UI_20150317_000337	{@st41}%s%s個
UI_20150317_000338	地域の地図
UI_20150317_000339	探査率：95.5%
UI_20150317_000340	{@st45tw}探査率%s%{/}
UI_20150317_000341	{@st59}の地図を閉じます（M）{/}
UI_20150317_000342	{@st41}の地図{/}
UI_20150317_000343	シフト（クリア）、コントロール（中間塗り）
UI_20150317_000344	{ol}タイトル
UI_20150317_000345	{@st41}追加{/}
UI_20150317_000346	{@st41}削除{/}
UI_20150317_000347	{@st41}保存{/}
UI_20150317_000348	{@st41}自動{/}
UI_20150317_000349	{@st41}の初期化{/}
UI_20150317_000350	{@st59}の部分の数を設定します。{/}
UI_20150317_000351	{ol}グループ
UI_20150317_000352	{ol}メッセージ
UI_20150317_000353	{ol}サウンド
UI_20150317_000354	{@st41}ミニマップ製作{/}
UI_20150317_000355	{@st55}地図
UI_20150317_000356	{@st43} {s22}マーケット{/}
UI_20150317_000357	{@st43} {s24}マーケット{/}
UI_20150317_000358	{@st42b}系{/}
UI_20150317_000359	{@st42b}タイプ{/}
UI_20150317_000360	{@st42b}着用レベル{/}
UI_20150317_000361	{@st42b}強化数値{/}
UI_20150317_000362	{@st42b}名前
UI_20150317_000363	{@st41b}アイテム受領する%s
UI_20150317_000364	{@st41b}販売登録
UI_20150317_000365	{@st41b}検索
UI_20150317_000366	{@st59}マーケットウィンドウを閉じます{/}
UI_20150317_000367	{@st42b}表示順
UI_20150317_000368	{@st41b}販売中のアイテム
UI_20150317_000369	{@st43} {s22}アイテム受領する
UI_20150317_000370	{@st41b}すべて受信
UI_20150317_000371	{@st41b}アイテム受領する
UI_20150317_000372	{@st43} {s22}販売登録
UI_20150317_000373	{@st42b}数
UI_20150317_000374	{@st42b}価格
UI_20150317_000375	{@st42b}売り手プライベート{/}
UI_20150317_000376	{@st41b}登録
UI_20150317_000377	攻城戦コイン
UI_20150317_000378	誰か誰を倒しました。
UI_20150317_000379	{@st43}ミニゲーム{/}
UI_20150317_000380	{@st49}カタパルト発射{/}
UI_20150317_000381	{@st44}方向調節{/}
UI_20150317_000382	{@st44}発射{/}
UI_20150317_000383	ミニゲーム
UI_20150317_000384	{s18} {ol} {gr gradation1}氷丁ミニゲーム{/}
UI_20150317_000385	{s16}ミニゲームに参加してもよろしいですか？
UI_20150317_000386	{s16}参加人数：（0/5）
UI_20150317_000387	{s16}参加人数：（%s /%s）
UI_20150317_000388	{s16} 1秒後にゲームが開始されます。
UI_20150317_000389	{s16}%s秒後にゲームが開始されます。
UI_20150317_000390	{@st59}拡大{/}
UI_20150317_000391	{@st59}縮小{/}
UI_20150317_000392	{@st59}の地図（M）{/}
UI_20150317_000393	{@st42b}地図
UI_20150317_000394	{@st44}アイテムジョハプギ{/}
UI_20150317_000395	{s16} {#FFcc66} {ol}製作アイテムを選択してください{/} {/}
UI_20150317_000396	{s16} {#FFcc66} {ol}材料アイテムをスロットにドラッグしてください
UI_20150317_000397	{@st42}製作{/}
UI_20150317_000398	{@st42}キャンセル{/}
UI_20150317_000399	%sの情報
UI_20150317_000400	ケパとか
UI_20150317_000401	{@st41} {詳細}
UI_20150317_000402	{s20} {#050505}モンスター説明内容モンスター説明内容モンスター説明内容モンスター説明内容
UI_20150317_000403	{@st41}キル{/}
UI_20150317_000404	{@st41}オーバーキル{/}
UI_20150317_000405	{@st41}一般的なキル{/}
UI_20150317_000406	{@st41}地域{/}
UI_20150317_000407	{@st41}アイテム{/}
UI_20150317_000408	{@st41}業績{/}
UI_20150317_000409	対象
UI_20150317_000410	{@st43}ネクロノミコン{/}
UI_20150317_000411	{@st59}ネクロノミコンUIを閉じます{/}
UI_20150317_000412	{@st59}私は何も考えていない。なぜなら、私は考えていないからである。{/}
UI_20150317_000413	召喚体：{#ffcc33}%s {/}
UI_20150317_000414	アンデッドハーピー
UI_20150317_000415	スキル：%s
UI_20150317_000416	スキル1、スキル2
UI_20150317_000417	必要破片：%s
UI_20150317_000418	獣60 /昆虫20 /変異10
UI_20150317_000419	破片の本数
UI_20150317_000420	パーツ1
UI_20150317_000421	パーツ2
UI_20150317_000422	パーツ3
UI_20150317_000423	おめでとうございます！レベルが上昇しました
UI_20150317_000424	アイテムの通知
UI_20150317_000425	{@st64}の内容{/}
UI_20150317_000426	操作チュートリアル
UI_20150317_000427	{@st42b}キャラクターが上下左右の4方向に移動します{/}
UI_20150317_000428	{@st42b}キャラクターが基本攻撃をします{/}
UI_20150317_000429	{@st42b}キャラクターが所定の位置または移動時のジャンプをします{/}
UI_20150317_000430	{@st42b}隣接矢印キー2つを同時に入力して、斜めに移動します{/}
UI_20150317_000431	マップフォグツール
UI_20150317_000432	モンスターを殺すツール
UI_20150317_000433	ミニマップを作成するツール
UI_20150317_000434	ダイアログツール
UI_20150317_000435	{@st43}オペレータの設定{/}
UI_20150317_000436	{@st59}パーティーを閉じます{/}
UI_20150317_000437	{@st59b}パーティー情報{nl} {@st59s} - 下部のパーティー作成ボタンを押して、自分のパーティーを作成可能{nl} - 他のユーザーのキャラクターの上でマウス右クリックでパーティーに招待可能{nl} - [設定]タブで、現在のパーティーのさまざまな設定をリアルタイムで調整{nl} - パーティーリストにパーティーメンバーを取得時に公開項目で条件設定{/}
UI_20150317_000438	{@st43}パーティー情報{/}
UI_20150317_000439	{@st41b}構成{/}
UI_20150317_000440	{@st41b}パーティーイベント{/}
UI_20150317_000441	{@st41b}設定{/}
UI_20150317_000442	{@st41}メンバー{/}
UI_20150317_000443	{@st41}パーティー加入条件
UI_20150317_000444	{@st41b}公開
UI_20150317_000445	{@st41b}プライベート
UI_20150317_000446	希望レベル〜
UI_20150317_000447	{@st41}アイテム分配ルール
UI_20150317_000448	{@st41b}それぞれ獲得
UI_20150317_000449	{@st41b}の順序で獲得
UI_20150317_000450	{@st41b}ランダムに分配
UI_20150317_000451	{@st41}経験値分配ルール
UI_20150317_000452	{@st41b}それぞれ得る
UI_20150317_000453	{@st41b}均等分配
UI_20150317_000454	{@st41b}レベル差分
UI_20150317_000455	{@st41}クエスト共有
UI_20150317_000456	{@st41b}使用
UI_20150317_000457	{@st41b}を使用しない
UI_20150317_000458	{@st41b}パーティー作成
UI_20150317_000459	{@st43}オープンハウスリスト{/}
UI_20150317_000460	{@st59b}オープンハウスリスト{nl} {@st59s} - サーバー内の公開されたパーティーのリストを確認して目的のパーティーに参加し、{nl} - 検索オプションの使用に必要な条件のパーティー検索{/}
UI_20150317_000461	{@st59}パーティーリストを閉じます{/}
UI_20150317_000462	検索オプションを使用
UI_20150317_000463	クエスト共有
UI_20150317_000464	経験値分配ルール
UI_20150317_000465	アイテム分配ルール
UI_20150317_000466	{@st43}招待
UI_20150317_000467	{@st41b}招待{/}
UI_20150317_000468	{s18} {ol} {gr gradation1}ログアウトPCルール{/}
UI_20150317_000469	{ol}ルールの適用条件
UI_20150317_000470	{ol}ルールの適用の動作
UI_20150317_000471	ルールの名前を入力します
UI_20150317_000472	{gr gradation1}登録{/}
UI_20150317_000473	ルールを登録します
UI_20150317_000474	{gr gradation1}キャンセル{/}
UI_20150317_000475	操作をキャンセルします
UI_20150317_000476	{@st43}コンパニオン情報
UI_20150317_000477	{@st59b}コンパニオン情報{nl} {@st59s} - 休眠/活動ボタンでコンパニオン出し入れ可能{nl} - コンパニオンの特性、アイテム装着にカスタマイズ可能{/}
UI_20150317_000478	{@st59}コンパニオンを閉じます{/}
UI_20150317_000479	{@st41b}名前：{@sti9}%s {/}
UI_20150317_000480	{@sti9}%s {@st41b}との親密度：{@sti9}%s {@st41b}レベル{/}
UI_20150317_000481	{@st41b}経験値{/}
UI_20150317_000482	{@st41b}スタミナ{/}
UI_20150317_000483	{@st41b}親密度{/}
UI_20150317_000484	{@st41b}特性と情報
UI_20150317_000485	{@st43}コンパニオン{/}
UI_20150317_000486	{@st59b}コンパニオン{nl} {@st59s} - リストから目的の項目をクリックして詳細情報を見る{/}
UI_20150317_000487	{@st59}コンパニオンを閉じます{/}
UI_20150317_000488	{@st59}ヘルプウィンドウを閉じます{/}
UI_20150317_000489	{@st59}ヘルプ{nl} - ヘルプ詳細を見る{nl} - 他のアイテムを表示するには、ヘルプのリストから選択{/}
UI_20150317_000490	{@st43}ヘルプ{/}
UI_20150317_000491	ヘルプトピック
UI_20150317_000492	{ol} {#AAAA00} {s16}進行時間：%s
UI_20150317_000493	{@st43}ポイズンポット{/}
UI_20150317_000494	{@st59}ポイズンポットUIを閉じます{/}
UI_20150317_000495	{@st59}作成する必要{/}
UI_20150317_000496	毒の量：%s
UI_20150317_000497	毒製造に使うことができるアイテム
UI_20150317_000498	すべて選択
UI_20150317_000499	もう一度クリックすると全体を解除
UI_20150317_000500	製造
UI_20150317_000501	混合混合回し混合
UI_20150317_000502	{@st43}項目{/}
UI_20150317_000503	{@st43}や{/}
UI_20150317_000504	{@st43}対象{/}
UI_20150317_000505	{@st43}レベル{/}
UI_20150317_000506	{@st43}所持金{/}
UI_20150317_000507	{@st43}ランク{/}
UI_20150317_000508	{@st43} PvP勝率{/}
UI_20150317_000509	{@st59}ウィンドウを閉じます{/}
UI_20150317_000510	{@sti5}合計購入金額：%s {/}
UI_20150317_000511	{@sti5}合計金額：%s {/}
UI_20150317_000512	{@st41b}購入
UI_20150317_000513	{@st43}製作アイテムの材料獲得！
UI_20150317_000514	{@st43}ママグナムオーパス{/}
UI_20150317_000515	{@st41}すべて削除
UI_20150317_000516	{@st42}年金対象{@stx1}（%s程度）{/}
UI_20150317_000517	{@st41}の組み合わせ
UI_20150317_000518	{@st43}クエスト{/}
